date,hour,address,district,beat,grid,description,ucr_ncic_code,code_description,latitude,longitude
1/27/06,10:30,DEEBLE ST / WILMINGTON AVE,4,4B        ,958,TOWED/STORED VEHICLE,7000,Code not found,38.53737362,-121.4832933
1/27/06,10:36,6043 POWER INN RD,6,6C        ,1406,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.51749164,-121.40902549999998
1/27/06,10:40,3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000,Code not found,38.63862878,-121.3815598
1/27/06,10:41,4125 DEEBLE ST,4,4B        ,958,TOWED/STORED VEHICLE,7000,Code not found,38.53696024,-121.48296059999998
1/27/06,10:45,1701 SUTTERVILLE RD,4,4A        ,945,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.54016571,-121.50004799999999
1/27/06,10:48,5301 ELMER WAY,4,4A        ,1207,NARCOTICS SUSP/EVID/ACT- I RPT,7000,Code not found,38.52716098,-121.51554420000001
1/27/06,10:50,18TH AVE / FRANKLIN BLVD,4,4B        ,958,TOWED/STORED VEH-14602.6,7000,Code not found,38.53627722,-121.4745855
1/27/06,10:55,3840 TAYLOR ST,2,2A        ,502,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.63831524,-121.4524033
1/27/06,11:00,414 K ST,3,3M        ,742,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.58062786,-121.5014996
1/27/06,11:00,3825 FIG ST,2,2A        ,505,484G(B) PC ACCESS CARD FRAUD,2605,Fraud-Illegal Use Credit Cards,38.63748393,-121.4320162
1/27/06,11:00,4520 VALLEY HI DR,5,5B        ,1618,484G(B) PC ACCESS CARD FRAUD,2605,Fraud-Illegal Use Credit Cards,38.46691818,-121.44994840000001
1/27/06,11:05,113 K ST,3,3M        ,741,484 PETTY THEFT-SHOPLIFT,2303,Shoplifting,38.58245363,-121.50527549999998
1/27/06,11:11,SPLENDID WAY / STATUE WAY,5,5C        ,1654,SUSP PERS-NO CRIME - I RPT,7000,Code not found,38.44063532,-121.41228999999998
1/27/06,11:15,US 50 EB / 59TH ST,6,6B        ,1018,MISSING PERSON,7000,Code not found,38.55309324,-121.4366149
1/27/06,11:20,1933 63RD AVE,5,5A        ,1361,TOWED/STORED VEHICLE,7000,Code not found,38.49406933,-121.495549
1/27/06,11:30,3541 TRUXEL RD,1,1A        ,337,BOMBS/THREATS/EXPLOSIV- I RPT,7000,Code not found,38.63585275,-121.5031054
1/27/06,11:30,3741 DAYTON ST,2,2A        ,517,484 PC   PETTY THEFT/INSIDE,2308,Larceny-From Building,38.63623413,-121.418649
1/27/06,11:35,3713 DRY CREEK RD,2,2A        ,514,11377(A)HS POSS AMPHETAMINES,3572,Amphetamine-Possession,38.63533654,-121.4387656
1/27/06,11:45,800 EVANS ST,2,2B        ,523,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.62694709,-121.44720840000001
1/27/06,11:50,1900 V ST,3,3B        ,786,508 PC   EMBEZZLEMENT/EMPLOYEE,2799,Embezzle-Remarks,38.56342315,-121.4867244
1/27/06,11:59,7575 RUSH RIVER DR,4,4C        ,1293,SUSPICIOUS VEHICLE - I RPT,7000,Code not found,38.484472,-121.5320507
1/27/06,12:00,8314 SUNNY CREEK WAY,5,5C        ,1645,484 PETTY THEFT/LICENSE PLATE,2399,Larceny-Remarks,38.45879792,-121.4250202
1/27/06,12:00,45 BLUE FERN CT,1,1B        ,475,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.61164049,-121.53792859999999
1/27/06,12:00,7724 FRUITRIDGE RD,6,6C        ,1405,487(A) GRAND THEFT-INSIDE,2308,Larceny-From Building,38.52472132,-121.41325810000001
1/27/06,12:00,8109 FRUITRIDGE RD,6,6C        ,1145,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.52547643,-121.4084001
1/27/06,12:00,2638 27TH ST,4,4A        ,908,TOWED/STORED VEHICLE,7000,Code not found,38.55497273,-121.4797003
1/27/06,12:06,2250 68TH AVE,5,5A        ,1384,GANG ACTIVITY - I RPT,7000,Code not found,38.48934244,-121.4859396
1/27/06,12:07,COLFAX ST / ARDEN WAY,2,2C        ,611,20002(A) HIT/RUN,5401,Hit and Run,38.606173999999996,-121.464146
1/27/06,12:09,2338 FLORIN RD,5,5A        ,1364,FOUND PROPERTY - I RPT,7000,Code not found,38.49502927,-121.4847037
1/27/06,12:30,615 I ST,3,3M        ,732,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.58270622,-121.4976159
1/27/06,12:30,2687 ALTOS AVE,2,2B        ,552,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.61642852,-121.4497539
1/27/06,12:30,1025 19TH ST,3,3B        ,746,487(A) GRAND THEFT-INSIDE,2308,Larceny-From Building,38.57633475,-121.4812236
1/27/06,12:30,MONTEREY WAY / 27TH AVE,4,4A        ,965,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.52859553,-121.5016007
1/27/06,12:30,7717 BELLINI WAY,6,6C        ,1445,487(A) GRAND THEFT-CLOUT-UNLOC,2305,Larceny-From Auto,38.50675753,-121.4122246
1/27/06,13:00,2221 MATSON DR,5,5A        ,1384,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.48745321,-121.48593580000001
1/27/06,13:00,3625 MAY ST,2,2A        ,513,MISSING PERSON,7000,Code not found,38.63402001,-121.4430645
1/27/06,13:00,RIO LINDA BLVD / CARMELITA AVE,2,2B        ,523,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.62968232,-121.44611599999999
1/27/06,13:00,3821 17TH AVE,6,6A        ,1052,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.53748322,-121.4645183
1/27/06,13:00,3842 W LAND PARK DR,4,4A        ,944,BATTERY - I RPT,7000,Code not found,38.5425266,-121.504374
1/27/06,13:00,FRUITRIDGE RD / STOCKTON BLVD,6,6B        ,1086,484 PETTY THEFT-PURSE SNATCH,2302,Purse Snatching-No Force,38.52497346,-121.44259040000001
1/27/06,13:04,1210 G ST,3,3A        ,725,MISCELLANEOUS I RPT (ZMISC),7000,Code not found,38.58243257,-121.4890469
1/27/06,13:04,R ST / 26TH ST,3,3B        ,768,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.56572433,-121.4757152
1/27/06,13:12,300 BOWMAN AVE,1,1C        ,429,PROB VIOLA/FEL-MISD - I RPT,7000,Code not found,38.61747853,-121.4706061
1/27/06,13:14,5301 N ST,3,3C        ,845,FOUND PROPERTY - I RPT,7000,Code not found,38.56148913,-121.4403257
1/27/06,13:20,3252 16TH AVE,6,6A        ,1061,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.53744558,-121.4718639
1/27/06,13:25,7643 MEADOWSTONE DR,5,5B        ,1614,12021(A)(1)PC FELON POSS FRARM,5212,Possession of Weapon-Remarks,38.48078458,-121.45736979999998
1/27/06,13:27,3750 MODLIN WAY,2,2A        ,501,IMPOUNDED VEHICLE,7000,Code not found,38.63610422,-121.4575422
1/27/06,13:32,5555 STOCKTON BLVD,6,6B        ,1086,5150 WI DANGER SELF/OTHERS,7000,Code not found,38.52563317,-121.44216229999999
1/27/06,13:40,K ST / 21ST ST,3,3B        ,747,TOWED/STORED VEH-14602.6,7000,Code not found,38.5752348,-121.47903840000001
1/27/06,13:50,ARDEN WAY / HERITAGE LN,2,2C        ,619,MISCELLANEOUS I RPT (ZMISC),7000,Code not found,38.60034763,-121.4286413
1/27/06,14:00,388 CEDAR RIVER WAY,4,4C        ,1266,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.49923025,-121.54693370000001
1/27/06,14:00,5601 47TH AVE,6,6B        ,1421,GANG ACTIVITY - I RPT,7000,Code not found,38.51181739,-121.44026770000002
1/27/06,14:00,1818 CLAYTON WAY,1,1A        ,136,VANDALISM - I RPT,7000,Code not found,38.657990000000005,-121.50044709999999
1/27/06,14:00,12TH ST / F ST,3,3A        ,725,TOWED/STORED VEH-14602.6,7000,Code not found,38.58396965,-121.48889950000002
1/27/06,14:07,3747 2ND AVE,6,6A        ,1014,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.55169404,-121.46404799999999
1/27/06,14:10,3750 MODLIN WAY,2,2A        ,501,IMPOUNDED VEHICLE,7000,Code not found,38.63610422,-121.4575422
1/27/06,14:16,ARENA BLVD / I 5 NB,1,1A        ,305,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.64299789,-121.5194346
1/27/06,14:20,J ST / 3RD ST,3,3M        ,732,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.582786,-121.50273689999999
1/27/06,14:20,2610 C ST,3,3B        ,718,TOWED/STORED VEHICLE,7000,Code not found,38.58196942,-121.46791359999999
1/27/06,14:25,25TH ST / T ST,3,3B        ,778,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.56389477,-121.4779775
1/27/06,14:30,N 11TH ST / N D ST,3,3A        ,705,11350(A)HS POSS CNTRL SUBST,3532,Cocaine-Possession,38.59308341,-121.4864165
1/27/06,14:30,1820 FRIENZA AVE,2,2C        ,568,459 PC  BURGLARY BUSINESS,2203,Burglary-Forced Entry-Nonresidence,38.61199425,-121.4244182
1/27/06,14:30,1824 CLAYTON WAY,1,1A        ,136,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.65798793,-121.5006047
1/27/06,14:30,414 K ST,3,3M        ,742,484 PETTY THEFT-SHOPLIFT,2303,Shoplifting,38.58062786,-121.5014996
1/27/06,14:44,3401 FONG RANCH RD,1,1B        ,404,NARCOTICS SUSP/EVID/ACT- I RPT,7000,Code not found,38.63293804,-121.4939291
1/27/06,14:57,15 BICENTENNIAL CIR,3,3C        ,1102,20001(A) VC HIT/RUN INJ/DEATH,5401,Hit and Run,38.54888073,-121.40635990000001
1/27/06,15:00,460 LINDLEY DR,2,2B        ,542,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.62229397,-121.4550081
1/27/06,15:00,6164 27TH ST,4,4B        ,1326,459 PC  BURGLARY BUSINESS,2203,Burglary-Forced Entry-Nonresidence,38.51374661,-121.47758219999999
1/27/06,15:00,6700 21ST AVE,6,6C        ,1141,BURGLARY - I RPT,7000,Code not found,38.52862804,-121.42569170000002
1/27/06,15:00,4307 BURGESS DR,2,2A        ,233,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.64628124,-121.4553219
1/27/06,15:00,6130 13TH ST,4,4C        ,1257,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.51426513,-121.5101062
1/27/06,15:15,12TH ST / D ST,3,3A        ,715,11351.5 HS POSS SALE RCK COCAI,3532,Cocaine-Possession,38.58615671,-121.4879497
1/27/06,15:15,6438 FAUSTINO WAY,4,4C        ,1261,JUVENILE PROBLEMS - I RPT,7000,Code not found,38.51056884,-121.5470994
1/27/06,15:30,6634 NIELSEN WAY,6,6B        ,1068,MISSING PERSON,7000,Code not found,38.537935600000004,-121.42766200000001
1/27/06,15:30,5961 71ST ST,6,6C        ,1403,243(E)1 BATTERY NONCOHAB SPOUS,1315,Aggravated Assault-Weapon,38.51846135,-121.421048
1/27/06,15:30,7775 LA MANCHA WAY,5,5C        ,1606,459 PC  BURGLARY BUSINESS,2203,Burglary-Forced Entry-Nonresidence,38.47731868,-121.42709620000001
1/27/06,15:30,2620 FLORIN RD,5,5A        ,1363,459 PC  BURGLARY-UNSPECIFIED,2299,Burglary-Remarks,38.49478793,-121.47925479999999
1/27/06,15:40,6209 ELDER CREEK RD,6,6B        ,1421,242 PC  BATTERY CIVILIAN,1313,Simple Assault,38.51058143,-121.4328824
1/27/06,15:45,7497 LOMA VERDE WAY,5,5A        ,1386,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,Aggravated Assault-Weapon,38.48709291,-121.47723219999999
1/27/06,15:48,5211 18TH AVE,6,6B        ,1064,SUSP PERS-NO CRIME - I RPT,7000,Code not found,38.53544489,-121.4451097
1/27/06,15:56,N 12TH ST / N B ST,3,3A        ,709,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.59049989,-121.4858893
1/27/06,16:00,2287 BABETTE WAY,5,5A        ,1503,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.4801723,-121.48376640000001
1/27/06,16:00,4445 RIVERSIDE BLVD,4,4A        ,1204,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.53555705,-121.5153055
1/27/06,16:00,3200 SAN CARLOS WAY,6,6A        ,1032,484 PETTY THEFT/LICENSE PLATE,2399,Larceny-Remarks,38.54539286,-121.4618436
1/27/06,16:00,123 RIVER RUN CIR,1,1C        ,426,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.62011633,-121.4893334
1/27/06,16:12,3705 PRESIDIO ST,2,2A        ,516,5150 WI DANGER SELF/OTHERS,7000,Code not found,38.63486377,-121.42136629999999
1/27/06,16:19,8TH ST / W ST,3,3A        ,784,3056 PAROLE VIO - I RPT,7000,Code not found,38.56673694,-121.50231709999998
1/27/06,16:19,MAY ST / ROANOKE AVE,2,2A        ,514,529 PC FALSE PERSONATION,2604,Fraud-Imperson,38.634836799999995,-121.44275359999999
1/27/06,16:25,1507 LOS ROBLES BLVD,2,2B        ,525,TRAFFIC - I RPT,7000,Code not found,38.63031252,-121.43278049999999
1/27/06,16:26,5000 M ST,3,3C        ,845,FOUND PROPERTY - I RPT,7000,Code not found,38.56342471,-121.44367849999999
1/27/06,16:30,6879 14TH AVE,6,6C        ,1121,484 PC   PETTY THEFT/INSIDE,2308,Larceny-From Building,38.54146972,-121.4254625
1/27/06,16:36,BROADWAY / 28TH ST,4,4A        ,908,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.55735796,-121.4764341
1/27/06,16:41,1025 ALHAMBRA BLVD,3,3C        ,841,666 PC PETTY THEFT W/PRI CONV,2399,Larceny-Remarks,38.57188611,-121.46488970000001
1/27/06,16:45,8581 FOLSOM BLVD,3,3C        ,1116,11377(A)HS POSS AMPHETAMINES,3572,Amphetamine-Possession,38.5490874,-121.38701090000002
1/27/06,16:45,2000 DEL PASO BLVD,2,2C        ,603,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,Aggravated Assault-Weapon,38.60880668,-121.4528434
1/27/06,16:45,480 ARDEN WAY,2,2C        ,613,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,Aggravated Assault-Weapon,38.606074799999995,-121.4569973
1/27/06,16:53,17TH AVE / 73RD ST,6,6C        ,1132,TOWED/STORED VEHICLE,7000,Code not found,38.53720874,-121.4190115
1/27/06,17:00,2801 L ST,3,3B        ,748,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.57201606,-121.4692575
1/27/06,17:00,1901 BROADWAY,4,4A        ,906,484G(B) PC ACCESS CARD FRAUD,2605,Fraud-Illegal Use Credit Cards,38.5609783,-121.48774569999999
1/27/06,17:00,626 I ST,3,3M        ,732,CHILD WELFARE - I RPT,7000,Code not found,38.58239537,-121.4974852
1/27/06,17:11,CAPITOL AVE / 15TH ST,3,3M        ,745,FOUND PROPERTY - I RPT,7000,Code not found,38.57514018,-121.48799029999999
1/27/06,17:12,7937 ORENZA WAY,5,5B        ,1618,5150 WI DANGER SELF/OTHERS,7000,Code not found,38.46971274,-121.450353
1/27/06,17:20,ARDEN WAY / OXFORD ST,2,2C        ,613,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.60613913,-121.45549199999999
1/27/06,17:21,WINDBRIDGE DR / GREENHAVEN DR,4,4C        ,1287,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.49171786,-121.5218221
1/27/06,17:24,WINDBRIDGE DR / GREENHAVEN DR,4,4C        ,1287,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.49171786,-121.5218221
1/27/06,17:25,2720 X ST,4,4A        ,908,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,Aggravated Assault-Weapon,38.55827881,-121.4766477
1/27/06,17:27,1117 2ND ST,3,3M        ,741,245(A)(1)AWDW/NO FIREARM/CIVIL,1315,Aggravated Assault-Weapon,38.581303399999996,-121.50470630000001
1/27/06,17:28,354 FLORIN RD,4,4C        ,1259,647(F) PC DIP - DISORDERLY,5311,Disorderly Conduct-Remarks,38.50901528,-121.54237739999999
1/27/06,17:28,1040 FLORIN RD,4,4C        ,1287,484 PC   PETTY THEFT/INSIDE,2308,Larceny-From Building,38.49466185,-121.5212433
1/27/06,17:29,16 LIGHT SKY CT,6,6C        ,1427,THREATS - I RPT,7000,Code not found,38.5128419,-121.3805279
1/27/06,17:30,538 ROBERTSON WAY,4,4A        ,932,487(A) GRAND THEFT-INSIDE,2308,Larceny-From Building,38.5535955,-121.5108328
1/27/06,17:39,CREEK CENTRE CT / LA MANCHA WAY,5,5C        ,1606,148.9 PC FALSE ID TO OFFICER,4803,Making False Report,38.47650897,-121.4271656
1/27/06,17:40,3224 44TH ST,6,6A        ,1034,GANG ACTIVITY - I RPT,7000,Code not found,38.544857799999996,-121.4560574
1/27/06,17:40,5836 79TH ST,6,6C        ,1405,NEIGHBORHOOD DISTURBANCE-I RPT,7000,Code not found,38.52084905,-121.4120841
1/27/06,17:45,3285 AZEVEDO DR,1,1B        ,410,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.62680826,-121.5096933
1/27/06,17:45,6441 HITCHCOCK WAY,5,5C        ,1635,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.46541304,-121.4272581
1/27/06,17:46,3301 FONG RANCH RD,1,1B        ,404,GANG ACTIVITY - I RPT,7000,Code not found,38.63020663,-121.4959999
1/27/06,18:00,5031 FRANKLIN BLVD,4,4B        ,969,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.52940564,-121.4725037
1/27/06,18:00,TRUXEL RD / DEL PASO RD,1,1A        ,145,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.65599922,-121.5120524
1/27/06,18:00,29TH ST / CAPITOL AVE,3,3B        ,748,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.57015733,-121.4693168
1/27/06,18:00,3100 NORMINGTON DR,1,1C        ,418,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.62296938,-121.48069170000001
1/27/06,18:00,4800 WESTLAKE PKWY,1,1A        ,130,THREATS - I RPT,7000,Code not found,38.65798545,-121.54188300000001
1/27/06,18:11,6366 MACK RD,5,5C        ,1623,211 PC ROBBERY-PURSE SNATCH,1210,Forcible Purse Snatching,38.47295223,-121.42812679999999
1/27/06,18:15,3176 RANCHO SILVA DR,1,1C        ,416,166(A)(4) WILFUL DISOBEY CT OR,5005,Contempt of Court-Remarks,38.62584659,-121.4898419
1/27/06,18:21,2909 K ST,3,3C        ,841,242 PC  BATTERY CIVILIAN,1313,Simple Assault,38.57216608,-121.46724509999999
1/27/06,18:21,WATT AVE / AUBURN BLVD,2,          ,509,11364 HS POSS DRUG PARAPH,3599,Dangerous Drugs-Remarks,38.63715334,-121.3829415
1/27/06,18:23,BELDEN ST / SONOMA AVE,2,2B        ,545,IMPOUNDED VEHICLE,7000,Code not found,38.62379772,-121.4415307
1/27/06,18:29,18 MASSIE CT,5,5C        ,1607,11364 HS POSS DRUG PARAPH,3599,Dangerous Drugs-Remarks,38.47521595,-121.4217163
1/27/06,18:30,1493 MAYFIELD ST,1,1A        ,136,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.66258951,-121.4935049
1/27/06,18:30,7458 GREENHAVEN DR,4,4C        ,1286,VANDALISM - I RPT,7000,Code not found,38.48651138,-121.51846809999999
1/27/06,18:30,P ST / 29TH ST,3,3B        ,768,NON INJ HR/MAIL OUT REPORT,7000,Code not found,38.56684956,-121.4707544
1/27/06,18:45,6000 LEMON HILL AVE,6,6B        ,1421,10851 VC AUTO THEFT LOCATE,2404,Vehicle Theft,38.5149777,-121.43512620000001
1/27/06,18:49,901 N B ST,3,3A        ,705,148(A)(1)PC RESIST PEACE OFFCR,4801,Resisting Officer,38.59214104,-121.4894043
1/27/06,18:50,8880 FRUITRIDGE RD,6,6C        ,1409,484 PETTY THEFT-SHOPLIFT,2303,Shoplifting,38.52478964,-121.370871
1/27/06,18:55,7135 SUNDOWN DR,5,5B        ,1358,MISCELLANEOUS I RPT (ZMISC),7000,Code not found,38.496727299999996,-121.4703481
1/27/06,19:00,7921 32ND AVE,6,6C        ,1405,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.524255600000004,-121.41077320000001
1/27/06,19:00,3401 22ND AVE,6,6A        ,1071,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.53297648,-121.47034479999999
1/27/06,19:00,7480 24TH ST,5,5A        ,1385,487(A) GRAND THEFT-CLOUT-UNLOC,2305,Larceny-From Auto,38.48740985,-121.48114629999999
1/27/06,19:00,FRUITRIDGE RD / STOCKTON BLVD,6,6B        ,1086,484 PETTY THEFT CLOUT UNLOCKED,2305,Larceny-From Auto,38.52497346,-121.44259040000001
1/27/06,19:00,7829 WHISPER WOOD WAY,5,5B        ,1621,MISSING PERSON,7000,Code not found,38.47177154,-121.44848590000002
1/27/06,19:00,7767 LA RIVIERA DR,3,3C        ,888,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.55549156,-121.41091740000002
1/27/06,19:00,902 DEL PASO BLVD,2,2C        ,612,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.60130769,-121.4652253
1/27/06,19:29,1025 ALHAMBRA BLVD,3,3C        ,841,484 PETTY THEFT-SHOPLIFT,2303,Shoplifting,38.57188611,-121.46488970000001
1/27/06,19:30,2520 SEAMIST DR,1,1B        ,444,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.61223942,-121.49398149999999
1/27/06,19:30,7355 19TH ST,5,5A        ,1371,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.49097097,-121.4947044
1/27/06,19:35,WOODBINE AVE / 52ND AVE,4,4B        ,1346,11357(B)HS POSS -28.5GR MARIJ,3562,Marijuana-Possession,38.50457486,-121.47873259999999
1/27/06,19:40,4551 MACK RD,5,5B        ,1603,459 PC  BURGLARY BUSINESS,2203,Burglary-Forced Entry-Nonresidence,38.47531506,-121.44874850000001
1/27/06,19:43,56TH ST / FRUITRIDGE RD,6,6B        ,1086,TRAFFIC-ACCIDENT-NON INJURY,5400,Code not found,38.52498732,-121.44034270000002
1/27/06,19:45,47TH AVE / OTTO CIR,4,4B        ,1326,211 PC  ROBBERY UNSPECIFIED,1299,Robbery-Remarks,38.51031519,-121.47719850000001
1/27/06,19:54,1216 SOUTH AVE,2,2B        ,525,11357(B)HS POSS -28.5GR MARIJ,3562,Marijuana-Possession,38.63258514,-121.4382061
1/27/06,19:55,8755 CENTER PKWY,5,5C        ,1654,TOWED/STORED VEH-14602.6,7000,Code not found,38.43891434,-121.42004440000001
1/27/06,20:00,6140 GLORIA DR,4,4C        ,1255,459 PC  BURGLARY VEHICLE,2299,Burglary-Remarks,38.51542968,-121.51933559999999
1/27/06,20:00,4400 TRUXEL RD,1,1A        ,307,243(E)1 BATTERY NONCOHAB SPOUS,1315,Aggravated Assault-Weapon,38.64727956,-121.5078403
1/27/06,20:00,7701 CANOVA WAY,5,5C        ,1605,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.47846862,-121.4342202
1/27/06,20:24,22ND ST / C ST,3,3B        ,717,11364 HS POSS DRUG PARAPH,3599,Dangerous Drugs-Remarks,38.58364167,-121.4739148
1/27/06,20:30,1025 ALHAMBRA BLVD,3,3C        ,841,666 PC PETTY THEFT W/PRI CONV,2399,Larceny-Remarks,38.57188611,-121.46488970000001
1/27/06,20:30,6930 SAILBOAT WAY,4,4C        ,1264,459 PC  BURGLARY RESIDENCE,2204,Burglary-No Forced Entry-Residence,38.50105448,-121.5436794
1/27/06,20:30,4211 NORWOOD AVE,2,2A        ,232,459 PC  BURGLARY BUSINESS,2203,Burglary-Forced Entry-Nonresidence,38.64479784,-121.4581238
1/27/06,20:30,3705 SCHUTT WAY,2,2A        ,517,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.63486324,-121.41742430000001
1/27/06,20:40,7650 17TH AVE,6,6C        ,1132,211 PC  ROBBERY UNSPECIFIED,1299,Robbery-Remarks,38.53699185,-121.41466059999999
1/27/06,20:53,2980 FLORIN RD,5,5A        ,1365,211 PC  ROBBERY UNSPECIFIED,1299,Robbery-Remarks,38.49521557,-121.47303229999999
1/27/06,21:00,5370 79TH ST,6,6C        ,1153,11357(B)HS POSS -28.5GR MARIJ,3562,Marijuana-Possession,38.52703823,-121.4120436
1/27/06,21:00,236 OLMSTEAD DR,2,2B        ,531,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.62428352,-121.4611955
1/27/06,21:00,6235 SEYFERTH WAY,5,5C        ,1605,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.47902907,-121.4303627
1/27/06,21:00,470 LINDLEY DR,2,2B        ,542,MISSING PERSON,7000,Code not found,38.62260674,-121.4549497
1/27/06,21:00,3001 FLORIN RD,4,4B        ,1356,487(C) PC  GRAND THEFT-PERSON,2301,Pocketpicking,38.49742308,-121.47238
1/27/06,21:00,1689 ARDEN WAY,2,2C        ,619,NON INJ HR/MAIL OUT REPORT,7000,Code not found,38.60154457,-121.42747
1/27/06,21:00,28TH ST / J ST,3,3B        ,738,LOST PROPERTY - I RPT,7000,Code not found,38.5738419,-121.4692124
1/27/06,21:12,WYNDHAM DR / VALLEY HI DR,5,5C        ,1624,MISCELLANEOUS I RPT (ZMISC),7000,Code not found,38.46849636,-121.427181
1/27/06,21:15,3267 NORWOOD AVE,2,2B        ,531,O/S AGENCY -ASSISTANCE- I RPT,7000,Code not found,38.62642786,-121.45702779999999
1/27/06,21:20,23 HOOPA CT,6,6C        ,1132,MISSING PERSON,7000,Code not found,38.53522747,-121.4176327
1/27/06,21:22,862 CROSSWIND DR,2,2A        ,223,FAMILY DISTURBANCE - I RPT,7000,Code not found,38.65213863,-121.450154
1/27/06,21:30,1330 ARCADE BLVD,2,2B        ,545,CASUALTY REPORT,7000,Code not found,38.62596616,-121.4362525
1/27/06,21:30,6008 2ND AVE,6,6B        ,1018,10851(A)VC TAKE VEH W/O OWNER,2404,Vehicle Theft,38.550086900000004,-121.4350231
1/27/06,21:37,6019 STOCKTON BLVD,6,6B        ,1401,211 PC ROBBERY-PURSE SNATCH,1210,Forcible Purse Snatching,38.5173841,-121.43814099999999
1/27/06,21:39,N 16TH ST / A ST,3,3A        ,707,TRAFFIC-ACCIDENT INJURY,5400,Code not found,38.58794604,-121.4809362
1/27/06,21:44,1811 ROANOKE AVE,2,2A        ,516,594(B)(2)(A) VANDALISM/ -$400,2999,Damage Property-Remarks,38.63483426,-121.424815
